ItemNum,SubItemNum,ItemStartDate,ItemEndDate,Category,Group,SubGroup,SubHeading,ItemType,FeeType,ProviderType,NewItem,ItemChange,AnaesChange,DescriptorChange,FeeChange,EMSNChange,EMSNCap,BenefitType,BenefitStartDate,FeeStartDate,ScheduleFee,Benefit100,BasicUnits,EMSNStartDate,EMSNEndDate,EMSNFixedCapAmount,EMSNMaximumCap,EMSNPercentageCap,EMSNDescription,EMSNChangeDate,DescriptionStartDate,Description,QFEStartDate,QFEEndDate,DerivedFeeStartDate,DerivedFee,Benefit75,Benefit85,Anaes
344,,01.11.1996,,1,A8,,,S,N,,N,Y,N,N,Y,N,P,C,01.11.1996,01.07.2025,77.45,,,01.11.2012,,,500.00,300.00,,,01.11.2019,"Group psychotherapy (including any associated consultations with a patient taking place on the same occasion and relating to the condition for which group therapy is conducted) of not less than 1 hour in duration given under the continuous direct supervision of a consultant physician in the practice of the consultant physician's specialty of psychiatry, involving a family group of 3 patients, each of whom is referred to the consultant physician by a referring practitioner-each patient",,,,,58.10,65.85,
345,,01.03.2024,,1,A8,,,S,N,,N,Y,N,N,Y,N,P,C,01.03.2024,01.07.2025,157.60,,,01.03.2024,,,500.00,300.00,,,01.03.2024,"An interview, lasting more than 30 minutes but not more than 45 minutes, of a person other than the patient when the patient is not in attendance, by a consultant physician in the practice of the consultant physician’s specialty of psychiatry following referral of the patient to the consultant physician by a referring practitioner, for the purposes of: (a) initial diagnostic evaluation; or (b) continuing management of the patient; if that service and another service to which this item or any of items 341, 343, 347, 349, 91874 to 91878 and 91882 to 91884 applies have not exceeded 15 services in a calendar year in relation to the patient",,,,,118.20,134.00,
346,,01.11.1996,,1,A8,,,S,N,,N,Y,N,N,Y,N,P,C,01.11.1996,01.07.2025,114.65,,,01.11.2012,,,500.00,300.00,,,01.11.2019,"Group psychotherapy (including any associated consultations with a patient taking place on the same occasion and relating to the condition for which group therapy is conducted) of not less than 1 hour in duration given under the continuous direct supervision of a consultant physician in the practice of the consultant physician's specialty of psychiatry, involving a family group of 2 patients, each of whom is referred to the consultant physician by a referring practitioner-each patient",,,,,86.00,97.50,
347,,01.03.2024,,1,A8,,,S,N,,N,Y,N,N,Y,N,P,C,01.03.2024,01.07.2025,217.50,,,01.03.2024,,,500.00,300.00,,,01.03.2024,"An interview, lasting more than 45 minutes but not more than 75 minutes, of a person other than the patient when the patient is not in attendance, by a consultant physician in the practice of the consultant physician’s specialty of psychiatry following referral of the patient to the consultant physician by a referring practitioner, for the purposes of: (a) initial diagnostic evaluation; or (b) continuing management of the patient; if that service and another service to which this item or any of items 341, 343, 345, 349, 91874 to 91878 and 91882 to 91884 applies have not exceeded 15 services in a calendar year in relation to the patient",,,,,163.15,184.90,
349,,01.03.2024,,1,A8,,,S,N,,N,Y,N,N,Y,N,P,C,01.03.2024,01.07.2025,252.40,,,01.03.2024,,,500.00,300.00,,,01.03.2024,"An interview, lasting more than 75 minutes, of a person other than the patient when the patient is not in attendance, by a consultant physician in the practice of the consultant physician’s specialty of psychiatry following referral of the patient to the consultant physician by a referring practitioner, for the purposes of: (a) initial diagnostic evaluation; or (b) continuing management of the patient; if that service and another service to which this item or any of items 341, 343, 345, 347, 91874 to 91878 and 91882 to 91884 applies have not exceeded 15 services in a calendar year in relation to the patient",,,,,189.30,214.55,
385,,01.07.1998,,1,A12,,,S,N,,N,Y,N,N,Y,N,P,C,01.07.1998,01.07.2025,101.30,,,01.11.2012,,,500.00,300.00,,,01.11.2019,Professional attendance at consulting rooms or hospital by a consultant occupational physician in the practice of the consultant occupational physician's specialty of occupational medicine following referral of the patient to the consultant occupational physician by a referring practitioner-initial attendance in a single course of treatment,,,,,76.00,86.15,
386,,01.07.1998,,1,A12,,,S,N,,N,Y,N,N,Y,N,P,C,01.07.1998,01.07.2025,50.95,,,01.11.2012,,,500.00,300.00,,,01.11.2019,Professional attendance at consulting rooms or hospital by a consultant occupational physician in the practice of the consultant occupational physician's specialty of occupational medicine following referral of the patient to the consultant occupational physician by a referring practitioner-each attendance after the first in a single course of treatment,,,,,38.25,43.35,
387,,01.07.1998,,1,A12,,,S,N,,N,Y,N,N,Y,N,P,C,01.07.1998,01.07.2025,148.65,,,01.11.2012,,,500.00,300.00,,,01.11.2019,Professional attendance at a place other than consulting rooms or hospital by a consultant occupational physician in the practice of the consultant occupational physician's specialty of occupational medicine following referral of the patient to the consultant occupational physician by a referring practitioner-initial attendance in a single course of treatment,,,,,111.50,126.40,
388,,01.07.1998,,1,A12,,,S,N,,N,Y,N,N,Y,N,P,C,01.07.1998,01.07.2025,94.10,,,01.11.2012,,,500.00,300.00,,,01.11.2019,Professional attendance at a place other than consulting rooms or hospital by a consultant occupational physician in the practice of the consultant occupational physician's specialty of occupational medicine following referral of the patient to the consultant occupational physician by a referring practitioner-each attendance after the first in a single course of treatment,,,,,70.60,80.00,
392,,01.07.2025,,1,A7,6,,S,N,,Y,N,N,N,N,N,P,D,01.07.2025,01.07.2025,125.30,125.30,,01.07.2025,,,500.00,300.00,,,01.07.2025,Professional attendance by a prescribed medical practitioner to prepare a GP chronic condition management plan for a patient,,,,,94.00,,
393,,01.07.2025,,1,A7,6,,S,N,,Y,N,N,N,N,N,P,D,01.07.2025,01.07.2025,125.30,125.30,,01.07.2025,,,500.00,300.00,,,01.07.2025,Professional attendance by a prescribed medical practitioner to review a GP chronic condition management plan prepared by the prescribed medical practitioner or an associated medical practitioner,,,,,94.00,,
410,,01.11.1999,,1,A13,,1,S,N,,N,Y,N,N,Y,N,P,C,01.11.1999,01.07.2025,23.15,,,01.11.2012,,,500.00,300.00,,,01.05.2010,"LEVEL AProfessional attendance at consulting rooms by a public health physician in the practice of his or her specialty of public health medicine for an obvious problem characterised by the straightforward nature of the task that requires a short patient history and, if required, limited examination and management.",,,,,17.40,19.70,
411,,01.11.1999,,1,A13,,1,S,N,,N,Y,N,N,Y,N,P,C,01.11.1999,01.07.2025,50.60,,,01.11.2012,,,500.00,300.00,,,01.05.2010,"LEVEL BProfessional attendance by a public health physician in the practice of his or her specialty of public health medicine at consulting rooms lasting less than 20 minutes, including any of the following that are clinically relevant: a) taking a patient history; b) performing a clinical examination; c) arranging any necessary investigation; d) implementing a management plan; e) providing appropriate preventive health care; in relation to 1 or more health-related issues, with appropriate documentation.",,,,,37.95,43.05,
412,,01.11.1999,,1,A13,,1,S,N,,N,Y,N,N,Y,N,P,C,01.11.1999,01.07.2025,97.95,,,01.11.2012,,,500.00,300.00,,,01.05.2010,"LEVEL CProfessional attendance by a public health physician in the practice of his or her specialty of public health medicine at consulting rooms lasting at least 20 minutes, including any of the following that are clinically relevant: a) taking a detailed patient history; b) performing a clinical examination; c) arranging any necessary investigation; d) implementing a management plan; e) providing appropriate preventive health care; in relation to 1 or more health-related issues, with appropriate documentation.",,,,,73.50,83.30,
413,,01.11.1999,,1,A13,,1,S,N,,N,Y,N,N,Y,N,P,C,01.11.1999,01.07.2025,144.20,,,01.11.2012,,,500.00,300.00,,,01.05.2010,"LEVEL DProfessional attendance by a public health physician in the practice of his or her specialty of public health medicine at consulting rooms lasting at least 40 minutes, including any of the following that are clinically relevant: a) taking an extensive patient history; b) performing a clinical examination; c) arranging any necessary investigation; d) implementing a management plan; e) providing appropriate preventive health care; in relation to 1 or more health-related issues, with appropriate documentation.",,,,,108.15,122.60,
414,,01.11.1999,,1,A13,,2,S,D,,N,Y,N,Y,Y,N,P,C,01.11.1999,,,,,01.01.2013,,,500.00,300.00,"300% of the Derived fee for this item, or $500, whichever is the lesser amount",,01.07.2025,"Professional attendance at other than consulting rooms by a public health physician in the practice of the public health physician’s specialty of public health medicine—attendance for an obvious problem characterised by the straightforward nature of the task that requires a short patient history and, if required, limited examination and management",,,01.07.2025,"The fee for item 410, plus $30.20 divided by the number of patients seen, up to a maximum of six patients. For seven or more patients - the fee for item 410 plus $2.40 per patient.",,,
415,,01.11.1999,,1,A13,,2,S,D,,N,Y,N,Y,Y,N,P,C,01.11.1999,,,,,01.01.2013,,,500.00,300.00,"300% of the Derived fee for this item, or $500, whichever is the lesser amount",,01.07.2025,"Professional attendance by a public health physician in the practice of the public health physician’s specialty of public health medicine at other than consulting rooms, lasting less than 20 minutes and including any of the following that are clinically relevant: (a) taking a patient history; (b) performing a clinical examination; (c) arranging any necessary investigation; (d) implementing a management plan; (e) providing appropriate preventive health care; for one or more health‑related issues, with appropriate documentation",,,01.07.2025,"The fee for item 411, plus $30.20 divided by the number of patients seen, up to a maximum of six patients. For seven or more patients - the fee for item 411 plus $2.40 per patient.",,,
416,,01.11.1999,,1,A13,,2,S,D,,N,Y,N,Y,Y,N,P,C,01.11.1999,,,,,01.01.2013,,,500.00,300.00,"300% of the Derived fee for this item, or $500, whichever is the lesser amount",,01.07.2025,"Professional attendance by a public health physician in the practice of the public health physician’s specialty of public health medicine at other than consulting rooms, lasting at least 20 minutes and including any of the following that are clinically relevant: (a) taking a detailed patient history; (b) performing a clinical examination; (c) arranging any necessary investigation; (d) implementing a management plan; (e) providing appropriate preventive health care; for one or more health‑related issues, with appropriate documentation",,,01.07.2025,"The fee for item 412, plus $30.20 divided by the number of patients seen, up to a maximum of six patients. For seven or more patients - the fee for item 412 plus $2.40 per patient.",,,
417,,01.11.1999,,1,A13,,2,S,D,,N,Y,N,Y,Y,N,P,C,01.11.1999,,,,,01.01.2013,,,500.00,300.00,"300% of the Derived fee for this item, or $500, whichever is the lesser amount",,01.07.2025,"Professional attendance by a public health physician in the practice of the public health physician’s specialty of public health medicine at other than consulting rooms, lasting at least 40 minutes and including any of the following that are clinically relevant: (a) taking an extensive patient history; (b) performing a clinical examination; (c) arranging any necessary investigation; (d) implementing a management plan; (e) providing appropriate preventive health care; for one or more health‑related issues, with appropriate documentation",,,01.07.2025,"The fee for item 413, plus $30.20 divided by the number of patients seen, up to a maximum of six patients. For seven or more patients - the fee for item 413 plus $2.40 per patient.",,,
585,,01.03.2018,,1,A11,1,,S,N,,N,Y,N,N,Y,N,P,D,01.03.2018,01.07.2025,151.45,151.45,,01.03.2018,,,500.00,300.00,,,01.03.2018,"Professional attendance by a general practitioner on one patient on one occasion—each attendance (other than an attendance in unsociable hours) in an after-hours period if: (a) the attendance is requested by the patient or a responsible person in the same unbroken after-hours period; and (b) the patient’s medical condition requires urgent assessment; and (c) if the attendance is at consulting rooms—it is necessary for the practitioner to return to, and specially open, the consulting rooms for the attendance",,,,,113.60,,
588,,01.03.2018,,1,A11,1,,S,N,,N,Y,N,N,Y,N,P,D,01.03.2018,01.07.2025,151.45,151.45,,01.03.2018,,,500.00,300.00,,,01.03.2018,"Professional attendance by a medical practitioner (other than a general practitioner) on one patient on one occasion—each attendance (other than an attendance in unsociable hours) in an after-hours period if: (a) the attendance is requested by the patient or a responsible person in the same unbroken after-hours period; and (b) the patient’s medical condition requires urgent assessment; and (c) the attendance is in an after-hours rural area; and (d) if the attendance is at consulting rooms—it is necessary for the practitioner to return to, and specially open, the consulting rooms for the attendance",,,,,113.60,,
591,,01.03.2018,,1,A11,1,,S,N,,N,Y,N,N,Y,N,P,D,01.03.2018,01.07.2025,105.00,105.00,,01.03.2018,,,500.00,300.00,,,01.03.2018,"Professional attendance by a medical practitioner (other than a general practitioner) on one patient on one occasion—each attendance (other than an attendance in unsociable hours) in an after-hours period if: (a) the attendance is requested by the patient or a responsible person in the same unbroken after-hours period; and (b) the patient’s medical condition requires urgent assessment; and (c) the attendance is not in an after-hours rural area; and (d) if the attendance is at consulting rooms—it is necessary for the practitioner to return to, and specially open, the consulting rooms for the attendance",,,,,78.75,,
594,,01.03.2018,,1,A11,1,,S,N,,N,Y,N,N,Y,N,P,D,01.03.2018,01.07.2025,48.95,48.95,,01.03.2018,,,500.00,300.00,,,01.03.2018,"Professional attendance by a medical practitioner—each additional patient at an attendance that qualifies for item 585, 588 or 591 in relation to the first patient",,,,,36.75,,
599,,01.05.2010,,1,A11,2,,S,N,,N,Y,N,N,Y,N,P,D,01.05.2010,01.07.2025,178.50,178.50,,01.11.2012,,,500.00,300.00,,,01.03.2018,"Professional attendance by a general practitioner on not more than one patient on one occasion—each attendance in unsociable hours if: (a) the attendance is requested by the patient or a responsible person in the same unbroken after-hours period; and (b) the patient’s medical condition requires urgent assessment; and (c) if the attendance is at consulting rooms—it is necessary for the practitioner to return to, and specially open, the consulting rooms for the attendance",,,,,133.90,,
600,,01.05.2010,,1,A11,2,,S,N,,N,Y,N,N,Y,N,P,D,01.05.2010,01.07.2025,142.65,142.65,,01.11.2012,,,500.00,300.00,,,01.03.2018,"Professional attendance by a medical practitioner (other than a general practitioner) on not more than one patient on one occasion—each attendance in unsociable hours if: (a) the attendance is requested by the patient or a responsible person in the same unbroken after-hours period; and (b) the patient’s medical condition requires urgent assessment; and (c) if the attendance is at consulting rooms—it is necessary for the practitioner to return to, and specially open, the consulting rooms for the attendance",,,,,107.00,,
695,,01.07.2025,,1,A14,,1,D,N,,Y,N,N,N,N,N,P,E,01.07.2025,01.07.2025,101.90,101.90,,01.07.2025,,,500.00,300.00,,,01.07.2025,"Menopause and Perimenopause Health Assessment Professional attendance on a patient for the assessment and management of menopause or perimenopause by a general practitioner lasting at least 20 minutes and including, but not limited to: a) collecting relevant information, including taking a patient history to determine pre-, peri- or post-menopausal status, patient wellbeing and contraindications for management; and b) undertaking a basic physical examination, including recording blood pressure, and review of height and weight; and c) initiating investigations and referrals as clinically indicated, with consideration given to the need for cervical screening, mammography and bone densitometry; and d) discussing management options including non-pharmacological and pharmacological strategies including risks and benefits; e) implementing a management plan which includes patient centred symptoms management; and f) providing the patient with preventative health care advice and information as clinically indicated, including advice on physical activity, smoking cessation, alcohol consumption, nutritional intake and weight management.",,,,,,,
699,,01.04.2019,,1,A14,,1,D,N,,N,Y,N,N,Y,N,P,E,01.11.2019,01.07.2025,84.90,84.90,,01.04.2019,,,500.00,300.00,,,01.07.2021,"Professional attendance on a patient who is 30 years of age or over for a heart health assessment by a general practitioner at consulting rooms lasting at least 20 minutes and including: collection of relevant information, including taking a patient history; and a basic physical examination, which must include recording blood pressure and cholesterol; and initiating interventions and referrals as indicated; and implementing a management plan; and providing the patient with preventative health care advice and information.",,,,,,,
701,,01.05.2010,,1,A14,,1,S,N,,N,Y,N,N,Y,N,P,E,01.05.2010,01.07.2025,69.20,69.20,,01.11.2012,,,500.00,300.00,,,01.07.2018,"Professional attendance by a general practitioner to perform a brief health assessment, lasting not more than 30 minutes and including: (a) collection of relevant information, including taking a patient history; and (b) a basic physical examination; and (c) initiating interventions and referrals as indicated; and (d) providing the patient with preventive health care advice and information",,,,,,,
703,,01.05.2010,,1,A14,,1,S,N,,N,Y,N,N,Y,N,P,E,01.05.2010,01.07.2025,160.85,160.85,,01.11.2012,,,500.00,300.00,,,01.07.2018,"Professional attendance by a general practitioner to perform a standard health assessment, lasting more than 30 minutes but less than 45 minutes, including: (a) detailed information collection, including taking a patient history; and (b) an extensive physical examination; and (c) initiating interventions and referrals as indicated; and (d) providing a preventive health care strategy for the patient",,,,,,,
705,,01.05.2010,,1,A14,,1,S,N,,N,Y,N,N,Y,N,P,E,01.05.2010,01.07.2025,222.00,222.00,,01.11.2012,,,500.00,300.00,,,01.07.2018,"Professional attendance by a general practitioner to perform a long health assessment, lasting at least 45 minutes but less than 60 minutes, including: (a) comprehensive information collection, including taking a patient history; and (b) an extensive examination of the patient's medical condition and physical function; and (c) initiating interventions and referrals as indicated; and (d) providing a basic preventive health care management plan for the patient",,,,,,,
707,,01.05.2010,,1,A14,,1,S,N,,N,Y,N,N,Y,N,P,E,01.05.2010,01.07.2025,313.60,313.60,,01.11.2012,,,500.00,300.00,,,01.07.2018,"Professional attendance by a general practitioner to perform a prolonged health assessment (lasting at least 60 minutes) including: (a) comprehensive information collection, including taking a patient history; and (b) an extensive examination of the patient's medical condition, and physical, psychological and social function; and (c) initiating interventions or referrals as indicated; and (d) providing a comprehensive preventive health care management plan for the patient",,,,,,,
715,,01.05.2010,,1,A14,,2,S,N,,N,Y,N,N,Y,N,P,E,01.05.2010,01.07.2025,247.65,247.65,,01.11.2012,,,500.00,300.00,,,01.07.2018,"Professional attendance by a general practitioner at consulting rooms or in another place other than a hospital or residential aged care facility, for a health assessment of a patient who is of Aboriginal or Torres Strait Islander descent-not more than once in a 9 month period",,,,,,,
729,,01.07.2005,,1,A15,1,,S,N,,N,Y,N,N,Y,N,P,E,01.11.2005,01.07.2025,82.10,82.10,,01.11.2012,,,500.00,300.00,,,01.11.2024,"Contribution by a general practitioner (not including a specialist or consultant physician) to a multidisciplinary care plan prepared by another provider or a review of a multidisciplinary care plan prepared by another provider (other than a service associated with a service to which any of item 735, 739, 743, 747, 750 or 758 applies)",,,,,,,
731,,01.07.2005,,1,A15,1,,S,N,,N,Y,N,N,Y,N,P,E,01.11.2005,01.07.2025,82.10,82.10,,01.11.2012,,,500.00,300.00,,,01.11.2024,"Contribution by a general practitioner (not including a specialist or consultant physician) to: (a) a multidisciplinary care plan for a patient in a residential aged care facility, prepared by that facility, or to a review of such a plan prepared by such a facility; or (b) a multidisciplinary care plan prepared for a patient by another provider before the patient is discharged from a hospital, or to a review of such a plan prepared by another provider (other than a service associated with a service to which item 735, 739, 743, 747, 750 or 758 applies)",,,,,,,
733,,01.07.2018,,1,A7,10,,D,N,,N,Y,N,N,Y,N,P,E,01.07.2018,01.07.2025,27.05,27.05,,01.07.2018,,,500.00,300.00,,,01.11.2023,Professional attendance at consulting rooms of not more than 5 minutes in duration (other than a service to which another item applies) by a prescribed medical practitioner—each attendance,,,,,,,
735,,01.05.2010,,1,A15,2,,S,N,,N,Y,N,Y,Y,N,P,D,01.05.2010,01.07.2025,82.50,82.50,,01.11.2012,,,500.00,300.00,,,01.07.2025,"Attendance by a general practitioner (not including a specialist or consultant physician), as a member of a multidisciplinary case conference team, to organise and coordinate: (a) a community case conference; or (b) a multidisciplinary case conference carried out for a care recipient in a residential aged care facility; or (c) a multidisciplinary discharge case conference; if the conference lasts for at least 15 minutes, but for less than 20 minutes (other than a service associated with a service to which item 729, 731, 965, 967, 231, 232, 392, 393, 92026, 92027, 92029, 92030, 92057, 92058, 92060 or 92061 applies)",,,,,61.90,,
737,,01.07.2018,,1,A7,10,,D,N,,N,Y,N,N,Y,N,P,E,01.07.2018,01.07.2025,45.65,45.65,,01.07.2018,,,500.00,300.00,,,01.11.2023,Professional attendance at consulting rooms of more than 5 minutes in duration but not more than 25 minutes in duration (other than a service to which another item applies) by a prescribed medical practitioner—each attendance,,,,,,,
739,,01.05.2010,,1,A15,2,,S,N,,N,Y,N,Y,Y,N,P,D,01.05.2010,01.07.2025,141.05,141.05,,01.11.2012,,,500.00,300.00,,,01.07.2025,"Attendance by a general practitioner (not including a specialist or consultant physician), as a member of a multidisciplinary case conference team, to organise and coordinate: (a) a community case conference; or (b) a multidisciplinary case conference carried out for a care recipient in a residential aged care facility; or (c) a multidisciplinary discharge case conference; if the conference lasts for at least 20 minutes, but for less than 40 minutes (other than a service associated with a service to which item 729, 731, 965, 967, 231, 232, 392, 393, 92026, 92027, 92029, 92030, 92057, 92058, 92060 or 92061 applies)",,,,,105.80,,
741,,01.07.2018,,1,A7,10,,D,N,,N,Y,N,N,Y,N,P,E,01.07.2018,01.07.2025,78.40,78.40,,01.07.2018,,,500.00,300.00,,,01.11.2023,Professional attendance at consulting rooms of more than 25 minutes in duration but not more than 45 minutes in duration (other than a service to which another item applies) by a prescribed medical practitioner—each attendance,,,,,,,
743,,01.05.2010,,1,A15,2,,S,N,,N,Y,N,Y,Y,N,P,D,01.05.2010,01.07.2025,235.15,235.15,,01.11.2012,,,500.00,300.00,,,01.07.2025,"Attendance by a general practitioner (not including a specialist or consultant physician), as a member of a multidisciplinary case conference team, to organise and coordinate: (a) a community case conference; or (b) a multidisciplinary case conference carried out for a care recipient in a residential aged care facility; or (c) a multidisciplinary discharge case conference; if the conference lasts for at least 40 minutes (other than a service associated with a service to which item 729, 731, 965, 967, 231, 232, 392, 393, 92026, 92027, 92029, 92030, 92057, 92058, 92060 or 92061 applies)",,,,,176.40,,
745,,01.07.2018,,1,A7,10,,D,N,,N,Y,N,N,Y,N,P,E,01.07.2018,01.07.2025,109.95,109.95,,01.07.2018,,,500.00,300.00,,,01.11.2023,Professional attendance at consulting rooms of more than 45 minutes in duration but not more than 60 minutes (other than a service to which another item applies) by a prescribed medical practitioner—each attendance,,,,,,,
747,,01.05.2010,,1,A15,2,,S,N,,N,Y,N,Y,Y,N,P,D,01.05.2010,01.07.2025,60.60,60.60,,01.11.2012,,,500.00,300.00,,,01.07.2025,"Attendance by a general practitioner (not including a specialist or consultant physician), as a member of a multidisciplinary case conference team, to participate in: (a) a community case conference; or (b) a multidisciplinary case conference carried out for a care recipient in a residential aged care facility; or (c) a multidisciplinary discharge case conference; if the conference lasts for at least 15 minutes, but for less than 20 minutes (other than a service associated with a service to which item 729, 731, 965, 967, 231, 232, 392, 393, 92026, 92027, 92029, 92030, 92057, 92058, 92060 or 92061 applies)",,,,,45.45,,
750,,01.05.2010,,1,A15,2,,S,N,,N,Y,N,Y,Y,N,P,D,01.05.2010,01.07.2025,103.90,103.90,,01.11.2012,,,500.00,300.00,,,01.07.2025,"Attendance by a general practitioner (not including a specialist or consultant physician), as a member of a multidisciplinary case conference team, to participate in: (a) a community case conference; or (b) a multidisciplinary case conference carried out for a care recipient in a residential aged care facility; or (c) a multidisciplinary discharge case conference; if the conference lasts for at least 20 minutes, but for less than 40 minutes (other than a service associated with a service to which item 729, 731, 965, 967, 231, 232, 392, 393, 92026, 92027, 92029, 92030, 92057, 92058, 92060 or 92061 applies)",,,,,77.95,,
758,,01.05.2010,,1,A15,2,,S,N,,N,Y,N,Y,Y,N,P,D,01.05.2010,01.07.2025,172.85,172.85,,01.11.2012,,,500.00,300.00,,,01.07.2025,"Attendance by a general practitioner (not including a specialist or consultant physician), as a member of a multidisciplinary case conference team, to participate in: (a) a community case conference; or (b) a multidisciplinary case conference carried out for a care recipient in a residential aged care facility; or (c) a multidisciplinary discharge case conference; if the conference lasts for at least 40 minutes (other than a service associated with a service to which item 729, 731, 965, 967, 231, 232, 392, 393, 92026, 92027, 92029, 92030, 92057, 92058, 92060 or 92061 applies)",,,,,129.65,,
761,,01.07.2018,,1,A7,10,,D,D,,N,Y,N,N,Y,N,P,E,01.11.2023,,,,,01.07.2018,,,500.00,300.00,"300% of the Derived fee for this item, or $500, whichever is the lesser amount.",,01.11.2023,"Professional attendance by a prescribed medical practitioner (other than attendance at consulting rooms, a hospital or a residential aged care facility or a service to which another item in the table applies), lasting not more than 5 minutes—an attendance on one or more patients on one occasion—each patient",,,01.07.2025,"The fee for item 733, plus $24.25 divided by the number of patients seen, up to a maximum of six patients. For seven or more patients - the fee for item 733 plus $1.90 per patient.",,,
763,,01.07.2018,,1,A7,10,,D,D,,N,Y,N,N,Y,N,P,E,01.11.2023,,,,,01.07.2018,,,500.00,300.00,"300% of the Derived fee for this item, or $500, whichever is the lesser amount.",,01.11.2023,"Professional attendance by a prescribed medical practitioner (other than attendance at consulting rooms, a hospital or a residential aged care facility or a service to which another item in the table applies), lasting more than 5 minutes, but not more than 25 minutes—an attendance on one or more patients on one occasion—each patient",,,01.07.2025,"The fee for item 737, plus $24.25 divided by the number of patients seen, up to a maximum of six patients. For seven or more patients - the fee for item 737 plus $1.90 per patient.",,,
766,,01.07.2018,,1,A7,10,,D,D,,N,Y,N,N,Y,N,P,E,01.11.2023,,,,,01.07.2018,,,500.00,300.00,"300% of the Derived fee for this item, or $500, whichever is the lesser amount.",,01.11.2023,"Professional attendance by a prescribed medical practitioner (other than attendance at consulting rooms, a hospital or a residential aged care facility or a service to which another item in the table applies), lasting more than 25 minutes, but not more than 45 minutes—an attendance on one or more patients on one occasion—each patient",,,01.07.2025,"The fee for item 741, plus $24.25 divided by the number of patients seen, up to a maximum of six patients. For seven or more patients - the fee for item 741 plus $1.90 per patient.",,,
769,,01.07.2018,,1,A7,10,,D,D,,N,Y,N,N,Y,N,P,D,01.07.2018,,,,,01.07.2018,,,500.00,300.00,"300% of the Derived fee for this item, or $500, whichever is the lesser amount.",,01.11.2023,"Professional attendance by a prescribed medical practitioner (other than attendance at consulting rooms, a hospital or a residential aged care facility or a service to which another item in the table applies), lasting more than 45 minutes, but not more than 60 minutes—an attendance on one or more patients on one occasion—each patient.",,,01.07.2025,"The fee for item 745, plus $24.25 divided by the number of patients seen, up to a maximum of six patients. For seven or more patients - the fee for item 745 plus $1.90 per patient.",,,
772,,01.07.2018,,1,A7,10,,D,D,,N,Y,N,Y,Y,N,P,E,01.11.2023,,,,,01.07.2018,,,500.00,300.00,"300% of the Derived fee for this item, or $500, whichever is the lesser amount.",,01.07.2025,Professional attendance (other than a service to which another item applies) at a residential aged care facility (other than a professional attendance at a self‑contained unit) or professional attendance at consulting rooms situated within such a complex if the patient is accommodated in the residential aged care facility (other than accommodation in a self‑contained unit) of not more than 5 minutes in duration by a prescribed medical practitioner—an attendance on one or more patients at one residential aged care facility on one occasion—each patient,,,01.07.2025,"The fee for item 733, plus $43.60 divided by the number of patients seen, up to a maximum of six patients. For seven or more patients - the fee for item 733 plus $3.05 per patient.",,,
776,,01.07.2018,,1,A7,10,,D,D,,N,Y,N,Y,Y,N,P,E,01.11.2023,,,,,01.07.2018,,,500.00,300.00,"300% of the Derived fee for this item, or $500, whichever is the lesser amount.",,01.07.2025,Professional attendance (other than a service to which another item applies) at a residential aged care facility (other than a professional attendance at a self‑contained unit) or professional attendance at consulting rooms situated within such a complex if the patient is accommodated in the residential aged care facility (other than accommodation in a self‑contained unit) of more than 5 minutes in duration but not more than 25 minutes in duration by a prescribed medical practitioner—an attendance on one or more patients at one residential aged care facility on one occasion—each patient,,,01.07.2025,"The fee for item 737, plus $43.60 divided by the number of patients seen, up to a maximum of six patients. For seven or more patients - the fee for item 737 plus $3.05 per patient.",,,
788,,01.07.2018,,1,A7,10,,D,D,,N,Y,N,Y,Y,N,P,E,01.11.2023,,,,,01.07.2018,,,500.00,300.00,"300% of the Derived fee for this item, or $500, whichever is the lesser amount.",,01.07.2025,Professional attendance (other than a service to which another item applies) at a residential aged care facility (other than a professional attendance at a self‑contained unit) or professional attendance at consulting rooms situated within such a complex if the patient is accommodated in the residential aged care facility (other than accommodation in a self‑contained unit) of more than 25 minutes in duration but not more than 45 minutes by a prescribed medical practitioner—an attendance on one or more patients at one residential aged care facility on one occasion—each patient,,,01.07.2025,"The fee for item 741, plus $43.60 divided by the number of patients seen, up to a maximum of six patients. For seven or more patients - the fee for item 741 plus $3.05 per patient.",,,
789,,01.07.2018,,1,A7,10,,D,D,,N,Y,N,N,Y,N,P,D,01.07.2018,,,,,01.07.2018,,,500.00,300.00,"300% of the Derived fee for this item, or $500, whichever is the lesser amount.",,01.11.2023,Professional attendance (other than a service to which another item applies) at a residential aged care facility (other than a professional attendance at a self-contained unit) or professional attendance at consulting rooms situated within such a complex if the patient is accommodated in the residential aged care facility (other than accommodation in a self-contained unit) of more than 45 minutes but not more than 60 minutes in duration by a prescribed medical practitioner—an attendance on one or more patients at one residential aged care facility on one occasion—each patient,,,01.07.2025,"The fee for item 745, plus $43.60 divided by the number of patients seen, up to a maximum of six patients. For seven or more patients - the fee for item 745 plus $3.05 per patient.",,,
